age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
38,blue-collar,single,tertiary,no,14058,no,no,telephone,293,20,0,0,unknown,no
36,student,single,unknown,no,386,no,no,unknown,359,2,0,0,unknown,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,100,1,0,0,unknown,yes
48,management,married,tertiary,no,5057,no,yes,cellular,37,1,0,0,unknown,no
26,housemaid,married,secondary,no,759,yes,no,cellular,191,1,0,0,unknown,no
33,blue-collar,single,secondary,no,416,yes,no,unknown,37,2,0,0,unknown,yes
47,technician,married,unknown,no,2106,yes,no,unknown,168,1,0,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,89,4,0,0,unknown,no
32,blue-collar,divorced,secondary,no,200,yes,no,unknown,16,2,0,0,unknown,no
65,unknown,married,unknown,no,4717,no,no,telephone,256,1,0,0,unknown,yes
37,blue-collar,married,secondary,no,395,yes,no,unknown,219,2,0,0,unknown,no
45,blue-collar,divorced,primary,no,200,yes,no,cellular,211,2,0,0,unknown,no
36,blue-collar,married,secondary,no,206,yes,no,unknown,177,2,0,0,unknown,no
37,management,married,tertiary,no,4039,no,yes,cellular,106,2,0,0,unknown,no
39,services,divorced,secondary,no,687,yes,no,cellular,139,1,0,0,unknown,yes
31,management,married,tertiary,no,582,yes,no,cellular,58,2,0,0,unknown,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,124,10,0,0,unknown,no
44,management,single,tertiary,no,1424,yes,no,cellular,201,2,0,0,unknown,no
31,blue-collar,married,secondary,no,200,yes,no,unknown,323,1,0,0,unknown,yes
33,technician,single,secondary,no,2085,no,no,cellular,136,2,0,0,unknown,yes
36,technician,single,tertiary,no,200,no,no,cellular,260,1,0,0,unknown,yes
31,technician,single,secondary,no,2305,no,no,cellular,139,1,0,0,unknown,no
45,admin.,married,secondary,no,547,yes,no,unknown,214,2,0,0,unknown,no
30,technician,single,tertiary,no,411,no,no,cellular,142,1,0,0,unknown,no
34,blue-collar,married,secondary,no,584,yes,no,cellular,154,2,0,0,unknown,no
34,management,married,tertiary,no,997,yes,yes,cellular,81,1,0,0,unknown,no
39,admin.,divorced,secondary,no,200,yes,no,cellular,69,6,0,0,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,136,8,0,0,unknown,no
32,services,single,secondary,no,200,yes,no,cellular,99,13,0,0,unknown,no
32,management,single,tertiary,no,200,no,no,cellular,9,6,0,0,unknown,no
36,blue-collar,married,primary,no,398,yes,no,unknown,278,1,0,0,unknown,no
35,admin.,married,tertiary,no,1145,yes,no,cellular,82,2,0,0,unknown,no
32,management,single,tertiary,no,200,yes,no,cellular,100,2,0,0,unknown,yes
49,entrepreneur,married,primary,no,563,no,no,unknown,84,1,0,0,unknown,no
35,management,married,tertiary,no,3161,no,no,cellular,68,2,0,0,unknown,no
31,technician,married,secondary,no,200,no,yes,cellular,259,6,0,0,unknown,no
42,management,married,secondary,no,1331,no,no,cellular,333,2,0,0,unknown,no
34,housemaid,married,primary,no,2929,no,no,cellular,153,2,0,0,unknown,yes
32,services,married,secondary,yes,220,yes,yes,cellular,123,2,0,0,unknown,no
29,management,single,tertiary,no,5980,yes,no,unknown,317,1,0,0,unknown,no
32,services,single,secondary,no,200,yes,no,cellular,8,3,0,0,unknown,no
50,housemaid,single,unknown,no,200,no,no,telephone,118,8,0,0,unknown,no
25,student,married,tertiary,no,200,yes,no,cellular,127,4,0,0,unknown,yes
57,services,married,secondary,no,200,yes,no,unknown,174,1,0,0,unknown,no
30,blue-collar,single,secondary,no,1073,yes,no,cellular,35,4,0,0,unknown,no
26,services,single,secondary,no,1700,yes,no,cellular,13,5,0,0,unknown,no
50,services,single,primary,no,200,yes,no,unknown,198,2,0,0,unknown,no
39,services,married,secondary,no,200,yes,no,cellular,138,1,0,0,unknown,no
45,blue-collar,married,primary,no,200,yes,no,cellular,249,3,0,0,unknown,no
37,management,divorced,tertiary,no,896,no,yes,cellular,343,2,0,0,unknown,no
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,114,2,0,0,unknown,no
40,management,married,secondary,no,200,no,no,cellular,15,5,0,0,unknown,no
35,blue-collar,married,primary,no,378,yes,no,unknown,62,3,0,0,unknown,no
53,management,married,tertiary,no,200,no,no,cellular,191,2,0,0,unknown,yes
54,technician,married,secondary,no,2225,no,yes,cellular,73,2,0,0,unknown,no
35,admin.,single,secondary,no,1810,yes,no,cellular,65,2,0,0,unknown,no
31,housemaid,married,unknown,yes,200,no,yes,telephone,94,2,0,0,unknown,no
46,technician,divorced,secondary,no,435,yes,no,unknown,192,3,0,0,unknown,no
34,admin.,divorced,secondary,no,251,no,no,cellular,276,1,0,0,unknown,yes
46,services,divorced,secondary,no,200,yes,yes,cellular,305,2,0,0,unknown,no
37,admin.,married,tertiary,no,200,yes,no,cellular,115,1,0,0,unknown,no
39,admin.,married,tertiary,no,722,no,no,telephone,141,1,0,0,unknown,no
50,technician,married,tertiary,no,3337,yes,yes,telephone,24,14,0,0,unknown,no
44,technician,divorced,secondary,no,200,no,no,cellular,264,5,0,0,unknown,no
56,admin.,married,secondary,no,1504,yes,no,unknown,66,2,0,0,unknown,no
36,services,married,secondary,no,895,yes,yes,unknown,257,1,0,0,unknown,no
33,management,married,tertiary,no,752,yes,no,cellular,104,4,0,0,unknown,no
33,blue-collar,single,secondary,no,1925,yes,no,cellular,76,2,0,0,unknown,no
42,services,married,secondary,no,246,yes,no,unknown,149,1,0,0,unknown,no
30,self-employed,single,tertiary,no,901,yes,yes,unknown,236,1,0,0,unknown,no
33,admin.,single,secondary,no,894,no,no,cellular,144,2,0,0,unknown,no
26,blue-collar,single,secondary,no,592,yes,yes,unknown,174,1,0,0,unknown,no
26,admin.,single,secondary,no,3529,no,yes,cellular,57,2,0,0,unknown,no
37,services,married,secondary,no,200,yes,yes,cellular,187,2,0,0,unknown,no
59,retired,married,primary,no,200,no,no,cellular,128,2,0,0,unknown,yes
49,blue-collar,married,primary,no,371,yes,no,cellular,18,44,0,0,unknown,no
33,blue-collar,single,primary,no,200,yes,no,cellular,257,1,0,0,unknown,no
46,technician,single,secondary,no,834,yes,no,cellular,196,2,0,0,unknown,no
55,entrepreneur,married,primary,no,298,yes,no,unknown,144,3,0,0,unknown,no
49,services,married,tertiary,no,306,yes,no,cellular,285,7,0,0,unknown,no
51,technician,married,secondary,no,200,yes,no,unknown,262,1,0,0,unknown,no
27,admin.,married,secondary,no,200,yes,no,unknown,136,2,0,0,unknown,no
44,technician,married,secondary,no,5597,no,no,unknown,27,3,0,0,unknown,no
36,management,married,tertiary,no,1852,no,no,unknown,362,1,0,0,unknown,no
46,admin.,single,secondary,no,1790,yes,no,unknown,214,5,0,0,unknown,no
35,admin.,married,secondary,no,8652,yes,no,unknown,103,6,0,0,unknown,no
37,admin.,married,secondary,no,749,no,no,cellular,219,1,0,0,unknown,no
49,blue-collar,married,unknown,no,200,yes,no,unknown,254,1,0,0,unknown,no
27,services,single,secondary,yes,200,no,no,cellular,60,2,0,0,unknown,no
32,blue-collar,married,secondary,no,200,yes,no,cellular,145,1,0,0,unknown,no
22,technician,single,secondary,no,333,no,yes,telephone,129,1,0,0,unknown,no
58,blue-collar,married,secondary,no,200,no,yes,telephone,77,13,0,0,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,226,1,0,0,unknown,no
53,blue-collar,married,secondary,no,626,yes,no,cellular,205,1,0,0,unknown,no
37,management,single,tertiary,no,200,no,no,cellular,119,2,0,0,unknown,no
55,services,divorced,primary,no,653,no,no,unknown,70,1,0,0,unknown,no
49,admin.,married,secondary,no,3608,yes,no,unknown,231,1,0,0,unknown,yes
41,blue-collar,married,primary,no,293,yes,yes,cellular,102,1,0,0,unknown,no
40,management,single,tertiary,no,200,yes,no,unknown,240,3,0,0,unknown,no
48,management,married,tertiary,no,263,yes,no,unknown,350,2,0,0,unknown,no
30,management,single,tertiary,no,2186,yes,no,unknown,1,1,0,0,unknown,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,115,1,0,0,unknown,no
37,services,single,secondary,no,200,no,yes,unknown,260,4,0,0,unknown,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,327,2,0,0,unknown,no
50,management,married,tertiary,no,19447,yes,yes,cellular,166,1,0,0,unknown,no
53,blue-collar,married,primary,no,225,no,no,cellular,171,7,0,0,unknown,no
33,technician,divorced,secondary,no,200,no,no,cellular,224,8,0,0,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,358,17,0,0,unknown,yes
42,housemaid,divorced,tertiary,no,364,no,no,cellular,52,1,0,0,unknown,no
34,technician,single,secondary,no,200,no,no,telephone,259,4,0,0,unknown,no
44,technician,married,secondary,no,10888,yes,no,cellular,163,1,0,0,unknown,no
60,retired,married,tertiary,no,225,no,no,cellular,54,2,0,0,unknown,no
60,retired,divorced,tertiary,no,2131,no,no,cellular,56,6,0,0,unknown,no
29,blue-collar,single,secondary,no,200,no,yes,cellular,209,1,0,0,unknown,yes
39,management,single,secondary,no,200,no,no,cellular,70,2,0,0,unknown,no
47,blue-collar,married,primary,no,2642,no,no,cellular,310,2,0,0,unknown,no
30,admin.,married,tertiary,no,400,yes,no,cellular,223,1,0,0,unknown,no
31,technician,single,tertiary,no,1214,no,no,cellular,39,1,0,0,unknown,no
34,management,single,tertiary,no,292,yes,no,cellular,181,6,0,0,unknown,no
51,admin.,married,secondary,no,1415,yes,no,unknown,151,3,0,0,unknown,no
38,blue-collar,married,secondary,no,213,yes,no,unknown,270,15,0,0,unknown,no
47,admin.,single,secondary,no,2540,no,no,cellular,110,5,0,0,unknown,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,94,2,0,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,90,2,0,0,unknown,no
30,management,married,tertiary,no,200,no,no,cellular,115,6,0,0,unknown,no
63,retired,divorced,secondary,no,1490,no,no,cellular,141,1,0,0,unknown,yes
33,management,married,tertiary,no,200,no,no,cellular,151,2,0,0,unknown,no
59,retired,married,secondary,no,200,no,no,unknown,82,1,0,0,unknown,yes
29,management,single,tertiary,no,4210,yes,no,cellular,119,1,0,0,unknown,no
57,technician,married,secondary,no,16063,yes,no,unknown,352,3,0,0,unknown,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,18,1,0,0,unknown,no
28,services,single,secondary,no,317,yes,no,unknown,21,3,0,0,unknown,no
28,blue-collar,married,secondary,no,225,yes,yes,unknown,136,2,0,0,unknown,no
45,services,divorced,primary,no,3854,yes,no,unknown,10,3,0,0,unknown,no
29,services,divorced,secondary,no,200,yes,no,cellular,240,1,0,0,unknown,no
42,blue-collar,married,primary,no,200,yes,no,unknown,291,4,0,0,unknown,no
31,blue-collar,married,secondary,no,617,yes,no,unknown,115,2,0,0,unknown,no
59,housemaid,divorced,primary,no,200,no,no,unknown,1,2,0,0,unknown,no
41,blue-collar,married,primary,no,1172,yes,no,unknown,153,1,0,0,unknown,no
57,housemaid,married,secondary,no,200,no,no,cellular,197,2,0,0,unknown,no
43,services,divorced,secondary,no,200,no,no,cellular,106,4,0,0,unknown,no
30,services,divorced,secondary,no,200,yes,no,cellular,41,2,0,0,unknown,no
26,admin.,single,secondary,no,609,no,no,telephone,112,1,0,0,unknown,no
52,management,single,tertiary,no,200,no,yes,cellular,30,9,0,0,unknown,no
32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,211,3,0,0,unknown,no
39,management,divorced,tertiary,no,355,yes,no,cellular,313,5,0,0,unknown,no
83,retired,divorced,primary,no,1097,no,no,telephone,181,1,0,0,unknown,yes
34,management,married,tertiary,no,436,no,yes,cellular,118,4,0,0,unknown,no
40,blue-collar,married,secondary,no,4795,yes,no,cellular,57,1,0,0,unknown,no
39,self-employed,married,secondary,no,266,no,no,cellular,102,2,0,0,unknown,no
50,unemployed,married,secondary,no,3357,no,no,cellular,239,4,0,0,unknown,yes
30,technician,married,tertiary,no,200,yes,yes,cellular,187,3,0,0,unknown,no
43,blue-collar,married,secondary,no,10910,yes,no,cellular,66,2,0,0,unknown,no
49,blue-collar,married,secondary,no,1568,no,no,unknown,206,6,0,0,unknown,no
57,retired,married,tertiary,no,200,no,no,cellular,260,2,0,0,unknown,no
29,entrepreneur,married,secondary,no,452,yes,no,unknown,347,1,0,0,unknown,no
48,admin.,married,secondary,no,200,yes,no,unknown,332,2,0,0,unknown,no
38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,182,3,0,0,unknown,no
41,entrepreneur,married,primary,no,200,yes,no,cellular,184,2,0,0,unknown,yes
39,housemaid,married,primary,no,267,no,no,unknown,56,5,0,0,unknown,no
31,management,married,tertiary,no,4945,no,no,cellular,80,1,0,0,unknown,no
51,technician,married,secondary,no,463,yes,no,unknown,213,5,0,0,unknown,no
35,unemployed,single,secondary,no,2116,yes,no,cellular,44,2,0,0,unknown,no
45,admin.,divorced,secondary,no,200,yes,no,cellular,143,8,0,0,unknown,yes
28,blue-collar,married,secondary,no,200,yes,no,unknown,147,5,0,0,unknown,no
57,retired,married,secondary,no,200,no,no,cellular,85,2,0,0,unknown,no
36,unemployed,married,secondary,no,200,no,no,cellular,339,3,0,0,unknown,no
49,technician,married,primary,no,230,yes,no,unknown,96,1,0,0,unknown,no
34,management,single,tertiary,no,2679,yes,no,cellular,195,1,0,0,unknown,no
26,services,single,secondary,no,256,yes,no,cellular,101,2,0,0,unknown,no
52,blue-collar,married,primary,no,200,no,no,unknown,96,2,0,0,unknown,no
32,blue-collar,single,secondary,no,811,yes,no,cellular,198,1,0,0,unknown,yes
33,unemployed,married,tertiary,no,302,yes,yes,cellular,305,1,0,0,unknown,no
43,management,married,tertiary,no,3529,yes,no,cellular,190,3,0,0,unknown,no
26,technician,single,tertiary,no,200,yes,yes,unknown,351,1,0,0,unknown,no
30,management,single,tertiary,no,7845,yes,no,unknown,59,1,0,0,unknown,no
37,services,divorced,primary,no,260,yes,no,cellular,81,2,0,0,unknown,no
34,management,married,tertiary,no,1557,yes,yes,unknown,213,1,0,0,unknown,no
35,services,married,secondary,no,505,yes,yes,unknown,6,2,0,0,unknown,no
41,admin.,married,tertiary,no,1536,no,no,cellular,54,2,0,0,unknown,no
42,self-employed,married,tertiary,no,200,no,no,cellular,118,6,0,0,unknown,no
45,unknown,married,primary,no,200,no,no,unknown,81,1,0,0,unknown,no
47,management,married,tertiary,no,295,yes,no,cellular,157,1,0,0,unknown,no
37,blue-collar,married,primary,no,200,yes,yes,unknown,194,1,0,0,unknown,no
32,management,married,secondary,no,3935,yes,no,unknown,129,2,0,0,unknown,no
36,technician,single,tertiary,no,200,no,no,cellular,359,3,0,0,unknown,no
44,management,married,tertiary,no,4460,no,no,telephone,168,2,0,0,unknown,no
52,admin.,divorced,secondary,no,200,no,yes,unknown,148,1,0,0,unknown,no
28,student,single,secondary,no,330,no,no,telephone,197,1,0,0,unknown,no
45,blue-collar,married,primary,no,13117,no,no,unknown,42,2,0,0,unknown,no
38,management,married,tertiary,no,12877,no,no,unknown,118,3,0,0,unknown,no
39,blue-collar,married,primary,no,1506,yes,no,cellular,299,2,0,0,unknown,no
28,management,single,tertiary,no,200,no,no,telephone,198,2,0,0,unknown,no
31,technician,single,secondary,no,775,no,no,cellular,361,1,0,0,unknown,no
46,blue-collar,married,primary,no,258,yes,no,unknown,217,1,0,0,unknown,no
22,student,single,secondary,no,246,yes,no,telephone,25,1,0,0,unknown,no
44,unemployed,married,secondary,no,304,yes,no,unknown,129,2,0,0,unknown,no
31,self-employed,single,secondary,no,360,yes,no,unknown,227,4,0,0,unknown,no
53,blue-collar,married,primary,no,3316,yes,no,unknown,331,6,0,0,unknown,no
55,management,married,tertiary,no,6880,no,no,cellular,353,2,0,0,unknown,no
35,technician,married,secondary,no,2189,no,no,cellular,256,3,0,0,unknown,no
37,management,single,tertiary,no,200,yes,no,cellular,101,2,0,0,unknown,no
50,blue-collar,married,secondary,no,200,yes,no,cellular,234,2,0,0,unknown,no
37,blue-collar,single,primary,no,6969,yes,no,unknown,47,1,0,0,unknown,no
40,technician,married,secondary,no,396,yes,no,unknown,127,1,0,0,unknown,no
47,services,divorced,secondary,no,200,no,no,unknown,212,1,0,0,unknown,no
55,self-employed,married,secondary,no,2678,no,yes,cellular,151,12,0,0,unknown,no
53,services,divorced,secondary,no,4554,no,no,cellular,8,6,0,0,unknown,no
61,management,married,secondary,no,967,no,no,cellular,180,1,0,0,unknown,no
43,unemployed,divorced,secondary,no,1577,yes,no,cellular,87,1,0,0,unknown,no
42,housemaid,married,primary,no,200,yes,no,telephone,59,5,0,0,unknown,no
36,management,divorced,tertiary,no,200,no,no,cellular,81,4,0,0,unknown,no
31,technician,single,tertiary,no,1166,yes,no,unknown,207,1,0,0,unknown,no
59,management,married,unknown,no,3534,no,no,cellular,216,4,0,0,unknown,no
29,blue-collar,married,primary,no,200,yes,no,unknown,322,2,0,0,unknown,no
44,blue-collar,married,primary,no,237,yes,no,telephone,73,1,0,0,unknown,no
43,blue-collar,married,secondary,no,1335,yes,no,unknown,6,2,0,0,unknown,no
42,management,married,tertiary,no,603,yes,no,cellular,298,5,0,0,unknown,no
32,management,single,tertiary,no,577,no,no,cellular,101,2,0,0,unknown,no
43,management,married,tertiary,no,200,yes,no,cellular,110,1,0,0,unknown,no
39,admin.,single,secondary,no,200,yes,no,cellular,107,2,0,0,unknown,no
23,blue-collar,married,primary,no,1158,yes,no,cellular,13,1,0,0,unknown,no
43,services,married,secondary,no,642,no,no,cellular,279,2,0,0,unknown,no
46,admin.,married,secondary,no,466,yes,no,cellular,169,1,0,0,unknown,no
31,technician,married,secondary,no,200,yes,no,cellular,15,1,0,0,unknown,no
38,management,married,tertiary,no,3436,no,no,cellular,298,4,0,0,unknown,yes
37,blue-collar,married,primary,no,378,yes,no,unknown,149,1,0,0,unknown,no
49,entrepreneur,divorced,secondary,no,200,no,no,cellular,128,1,0,0,unknown,no
58,admin.,married,secondary,no,3496,yes,no,unknown,111,4,0,0,unknown,no
35,blue-collar,single,secondary,no,200,yes,no,cellular,169,1,0,0,unknown,no
28,technician,single,tertiary,no,200,yes,no,unknown,205,6,0,0,unknown,no
26,technician,single,secondary,no,668,yes,no,unknown,211,3,0,0,unknown,yes
48,management,married,tertiary,no,1175,yes,no,telephone,16,3,0,0,unknown,no
30,blue-collar,single,secondary,no,363,no,no,cellular,171,3,0,0,unknown,no
31,entrepreneur,single,tertiary,no,200,no,no,cellular,185,2,0,0,unknown,no
31,management,married,tertiary,no,1183,yes,no,unknown,311,6,0,0,unknown,no
45,blue-collar,divorced,primary,no,942,no,no,cellular,362,1,0,0,unknown,no
38,admin.,married,secondary,no,4196,yes,no,cellular,193,2,0,0,unknown,no
34,management,married,tertiary,no,297,yes,no,cellular,63,4,0,0,unknown,no
42,services,married,secondary,no,200,yes,yes,cellular,43,1,0,0,unknown,no
60,self-employed,married,primary,no,362,no,yes,cellular,86,6,0,0,unknown,yes
32,admin.,single,secondary,no,620,yes,no,unknown,139,3,0,0,unknown,yes
42,unemployed,divorced,tertiary,no,200,no,no,cellular,85,4,0,0,unknown,no
33,services,married,secondary,no,288,yes,no,cellular,306,1,0,0,unknown,no
42,admin.,married,unknown,no,642,yes,yes,unknown,144,2,0,0,unknown,no
51,technician,married,tertiary,no,2506,no,no,cellular,210,3,0,0,unknown,no
36,technician,divorced,secondary,no,566,yes,no,unknown,129,2,0,0,unknown,no
46,blue-collar,married,secondary,no,668,yes,no,unknown,168,2,0,0,unknown,yes
40,blue-collar,married,secondary,no,1100,yes,no,unknown,295,2,0,0,unknown,no
49,blue-collar,married,secondary,no,322,no,no,cellular,356,2,0,0,unknown,no
32,services,single,secondary,no,473,yes,no,cellular,259,5,0,0,unknown,no
33,services,married,secondary,no,333,yes,no,cellular,329,5,0,0,unknown,no
